No,Kode,Nama Barang,Spesifikasi,Satuan
1126,1.1.7.01.02.10.001.00006,Terpal,Terpal Tipe A3 Uk 3*4,BUAH
1127,1.1.7.01.02.10.001.00007,Terpal Plastik,Terpal Tipe A12 Salur 1 Roll Lebar Bahan 4 Meter Dan panjang Bahan 50 Meter Warna Biru,METER
1128,1.1.7.01.02.01.001.00536,Ban Luar Pickup Uk. 165 R13,-,BUAH
1129,1.1.7.01.02.01.001.00927,Sekrup,-,KOTAK
1130,1.1.7.01.02.01.001.01108,Ban Luar,Ukuran 205/70-14,BUAH
1131,1.1.7.01.02.01.001.01109,Ban Luar,Ukuran 205/65-15,BUAH
1132,1.1.7.01.02.01.001.01263,Ban Luar,205/70-40,BUAH
1133,1.1.7.01.02.01.001.01283,Ban Luar Mobil,IRC 205/65 R15,BUAH
1134,1.1.7.01.02.01.001.02513,Oli Gardan,-,LITER
1135,1.1.7.01.02.01.001.03762,Ban Dalam,Ban Dalam Ukuran 750 R 16,BUAH
1136,1.1.7.01.02.01.001.03791,Ban Tubless,Ban Luar Ukuran 245/ 70 R 16 Tubles,BUAH
1137,1.1.7.01.02.01.001.03813,Ban Dump Truk,"Ban Luar Uk. 7,50-16",BUAH
1138,1.1.7.01.02.01.002.00003,Baut,-,DUS
1139,1.1.7.01.02.01.006.00001,Hydrolic Hand Pallet,Spesifikasi: fitur Extra length Fully hydraulic system. U connection between steering shaft and pump piston. It is convenient to replace the rear wheel Easy to maneuver to replace the rear wheel Grease fitting at all pivotal points to ensure truck long life and easy control Special lowering valve to control the rate of descent and over load by-pass valve to make the trucks durable Reliable oil leak-proof hydraulic system Kapasitas 2000 kg Lowered Fork Height 85 mm Height of handles : 432 mm Total Height 200 mm Fork Length 1800 mm Fork Wheel : Diameter 80 mm Width Overall Forks 685 mm Berat 147 kg Wheel Polyurethane,UNIT
1140,1.1.7.01.02.08.001.00048,Mata Gerinda,Lokal,PCS
1141,1.1.7.01.02.08.001.00176,Mata Bor Tanah,Diamond 5 Inci,BUAH
1142,1.1.7.01.02.08.002.00001,Palu Bodem,-,SET
1143,1.1.7.01.02.08.002.00007,Kikir,-,BUAH
1144,1.1.7.01.02.08.002.00009,Waterpas,80 cm,UNIT
1145,1.1.7.01.02.08.002.00012,Kunci Inggris,Ukuran : 12 Inch,PCS
1146,1.1.7.01.02.08.002.00022,Pahat Beton,-,BUAH
1147,1.1.7.01.02.08.002.00025,Palu Besi,Gagang Besi Uk. 1 Kg,PCS
1148,1.1.7.01.02.08.002.00033,Tang Lancip,-,UNIT
1149,1.1.7.01.02.08.002.00034,Tang Potong,Standar,BUAH
1150,1.1.7.01.02.08.002.00039,Kaka Tua/ Catut,-,BUAH
1151,1.1.7.01.02.08.002.00042,Tang Kombinasi,"Ukuran 8"", Handle berbahan karet",BUAH
1152,1.1.7.01.02.08.002.00050,Obeng Set,-,SET
1153,1.1.7.01.02.08.002.00053,Test Pen,"Tespen AC , 12 volt-220 volt",BUAH
1154,1.1.7.01.02.08.002.00054,Ragum (Bench Vise),"Ukuran 10""",BUAH
1155,1.1.7.01.02.08.002.00055,Air Impact,Matasok 21+41+27,UNIT
1156,1.1.7.01.02.08.002.00058,Bench Grinder,-,UNIT
1157,1.1.7.01.02.08.002.00062,Tang Gegep,9 inch,UNIT
1158,1.1.7.01.02.08.002.00067,Sendok Semen,"Ukuran 6"" Gagang Kayu",BUAH
1159,1.1.7.01.02.08.002.00068,Sendok Semen,"Ukuran 7"" Gagang Kayu",BUAH
1160,1.1.7.01.02.08.002.00071,Sigmat/ Jangka Sorong Manual,"Jenis Ukuran Metrik (Mm) Dan Inch, Skala 0.05 Mm Atau 1/ 128 , Akurasi +/ - 0.05Mm, Ukuran : 0 - 150Mm/ 0 - 6"", Made In Japan""",BUAH
1161,1.1.7.01.02.08.002.00072,Mata Bor,Besi,BUAH
1162,1.1.7.01.02.08.002.00078,Selang Las Double,-,METER
1163,1.1.7.01.02.08.002.00102,Gergaji Besi,Kecil,BUAH
1164,1.1.7.01.02.08.002.00111,Kunci Besi diam.10 mm,Bahan Besi,BUAH
1165,1.1.7.01.02.03.001.00050,Timbangan Gantung,Manual Kapasitas 100 Kg,UNIT
1166,1.1.7.01.02.03.001.00362,Tabung Oksigen,Standart Sni,BUAH
1167,1.1.7.01.02.04.006.00007,Cutting Wheelss,-,BUAH
1168,1.1.7.01.02.04.006.00019,Bodem Besi 2 Kg,Bahan besi padat,BUAH
1169,1.1.7.01.02.04.006.00056,Sekrup,Beton,BUAH
1170,1.1.7.01.02.04.006.00061,Dynabolt,-,BUAH
1171,1.1.7.01.02.04.006.00064,Gypsum,-,LEMBAR
1172,1.1.7.01.02.04.006.00094,Gemuk,-,BUAH
1173,1.1.7.01.02.04.032.00005,Las Dop,-,BUAH
1174,1.1.7.01.02.04.048.00007,Surface Mounting,-,BUAH
1175,1.1.7.01.02.06.001.00017,Speaker Aktif,Standar,UNIT
1176,1.1.7.01.02.06.002.00006,Wireless Microphone,-,UNIT
1177,1.1.7.01.03.09.004.00062,Sarung Tangan Karet,Bahan Karet Tipis,PASANG
1178,1.1.7.01.03.09.007.00012,Kampak,"Mata baja, panjang baja 15 cm, L 10 cm tebal 55 mm, berat 600 gram",BUAH
1179,1.1.7.01.03.09.007.00032,Linggis,-,BUAH
1180,1.1.7.01.03.09.007.00040,Cangkrang,Bahan Besi 4 Gigi dengan Gagang Kayu,BUAH
1181,1.1.7.01.03.09.007.00047,Sekop,"Bergagang Tebal 22 Mm Pegangan Kayu, Ukuran 7,5/ / 9""X12"", Bahan Baja",BUAH
1182,1.1.7.01.03.09.007.00061,Arit,Bahan Besi Tempa dengan Gagang Kayu,BUAH
1183,1.1.7.01.03.09.007.00084,Lampu Senter,Headlamp/ Lampu Senter Kepala Tipe; Senter Cree Led,BUAH
1184,1.1.7.01.03.08.001.00010,KABEL ROLL LISTRIK,50M,ROLL
1185,1.1.7.01.03.08.001.00087,Mcb,Standar Pln 10A,BUAH
1186,1.1.7.01.03.08.001.00088,Mcb,Standar Pln 16A,BUAH
1187,1.1.7.01.03.08.001.00089,Mcb,Standar Pln 6A,BUAH
1188,1.1.7.01.03.08.001.00123,Kabel Schoen,Dia. 10 - 50 Mm,BUAH
1189,1.1.7.01.03.08.001.00250,Kabel Roll,Plastik,ROLL
1190,1.1.7.01.03.08.001.00281,Kabel Roll,-,BUAH
1191,1.1.7.01.03.08.001.00314,Kabel Nym,3X2.5; 50M; 4 Besar Pln,ROLL
1192,1.1.7.01.03.08.001.00316,Kabel Nym,4X4 Mm2;,M
1193,1.1.7.01.03.08.002.00287,Lampu ML 100 W,Philips,BUAH
1194,1.1.7.01.03.08.002.00292,LED Underpass,200 W,UNIT
1195,1.1.7.01.03.08.003.00011,Stop Kontak,Stopkontak,BUAH
1196,1.1.7.01.03.08.003.00015,Stop Kontak,Termasuk Stacker,SET
1197,1.1.7.01.03.08.005.00005,Stacker,Termasuk Stop Kontak 3 Phasa,BUAH
1198,1.1.7.01.03.08.009.00014,Accu,N 50 AH-12 Volt,BUAH
1199,1.1.7.01.03.08.009.00032,Accu,12V - 100 Ah,BUAH
1200,1.1.7.01.03.08.009.00033,Accu,12V - 120 Ah,BUAH
1201,1.1.7.01.03.08.009.00036,Accu,12V - 70 Ah,BUAH
1202,1.1.7.01.03.08.009.00056,Kepala Aki,Besar/ Kecil,PCS
1203,1.1.7.01.03.08.009.00070,Accu,"Tegangan Voltage 12 V, Kapasitas 80 Ah, Diisi Air Accu Langsung Dapat Dipergunakan. 12 V - 80 Ah",BUAH
1204,1.1.7.01.03.08.009.00071,Accu,"Tegangan Voltage 12 V, Kapasitas 100 Ah Diisi Air Accu Langsung Dapat Dipergunakan. 12 V - 100 Ah",BUAH
1205,1.1.7.01.03.08.009.00073,Accu,"Mobil; Model Aki Basah N 70-12 Volt, 70 Ah, Kemasan Asli Dan Berlabel, Lengkap Dengan Air Aki Zuur Kemasan Botol,",UNIT
1206,1.1.7.01.03.08.009.00075,Accu,12V - 50 Ah/ N 50 Z - 50Ah,BUAH
1207,1.1.7.01.03.08.012.00167,Starting Relay,-,BUAH
1208,1.1.7.01.03.08.013.50011,Mccb,3 Phase 36 Ka (Ezc 250 H2) 100 - 125 A/ 36 Ka,BUAH
1209,1.1.7.01.03.01.001.00026,Spidol Permanen,"Type N850, Isi 12 Buah",DUS
1210,1.1.7.01.03.01.001.00095,Rautan Pensil Putar,-,PCS
1211,1.1.7.01.03.01.001.00097,Jangka,-,BUAH
1212,1.1.7.01.03.01.002.00008,Tinta Spidol,Ukuran 50cc,DUS
1213,1.1.7.01.03.01.002.00018,Stempel Sudin,Standard,BUAH
1214,1.1.7.01.03.01.004.00004,Penghapus Karet,Karet Kecil,PCS
1215,1.1.7.01.03.01.004.00007,Penghapus Whiteboard,Kecil,PCS
1216,1.1.7.01.03.01.004.00022,Tipe X,Tipe X Kertas,BUAH
1217,1.1.7.01.03.01.005.00050,Buku Tamu,Batik Polos,BUAH
1218,1.1.7.01.03.01.006.00014,Map Folio,-,LUSIN
1219,1.1.7.01.03.01.006.00038,MAP DINAS,BUFFALLO 180 GR,BUAH
1220,1.1.7.01.03.01.006.00057,MAP SNELHECTER,KERTAS,BUAH
1221,1.1.7.01.03.01.007.00004,Penggaris Besi,40 Cm,PCS
1222,1.1.7.01.03.01.008.00009,Isi Cutter,L-150,PACK
1223,1.1.7.01.03.01.008.50001,Gunting,"Ukuran sedang, bahan stainless",BUAH
1224,1.1.7.01.03.01.008.50003,Pembolong Kertas,No. 30,BUAH
1225,1.1.7.01.03.01.012.00010,Staples,No. 3,BUAH
1226,1.1.7.01.03.01.013.00003,Isi Staples,No. 3,PACK
1227,1.1.7.01.03.01.013.00012,Isi Staples,1217 Fa-H,PACK
1228,1.1.7.01.03.01.014.00103,Buku Data File Kepegawaian,Uk. Folio,BUAH
1229,1.1.7.01.03.01.014.00218,Lembar Pengantar,"2 Ply, Uk. Standar",BUKU
1230,1.1.7.01.03.01.016.00012,Punch,No 85,PCS
1231,1.1.7.01.03.01.016.00027,Kardus,Arsip; Bahan Carogated 200 Gr Uk. 37X27X17 Cm Oplah 1 S.D 1000,BUAH
1232,1.1.7.01.03.13.001.00002,Timbangan Duduk,"Spesifikasi Timbangan Digital MT 2000 Kapasitas 100 kg, Plat stainless steel, LED Display, Plat 40 x 50 cm",SET
1233,1.1.7.01.03.13.001.00096,Pembolong Kertas,No. 30,BUAH
1234,1.1.7.01.03.06.001.00005,Kertas Continous Form,Uk. 9 1/2 x 11-6 Ply,BOX
1235,1.1.7.01.03.06.001.00015,Continous Form,5 Ply 9 1/2 x 11,BOX
1236,1.1.7.01.03.06.003.00003,Pita Printer,"Ribbon Cartridge, Panjang Pita 60 M/ 196,8 Feet Dot Matrix LQ 310",BUAH
1237,1.1.7.01.03.06.003.00020,Pita Printer,EPSON LQ 300+II,BUAH
1238,1.1.7.01.03.06.004.00079,Tinta Nomorator,Lokal Standar Sni,TUBE
1239,1.1.7.01.03.06.004.00107,Tinta Printer,Ce310A Cp 1025 Black,BUAH
1240,1.1.7.01.03.06.004.00109,Tinta Printer,Ce312A Cp 1025 Yellow,BUAH
1241,1.1.7.01.03.06.004.00110,Tinta Printer,Ce313A Cp 1025 Magenta,BUAH
1242,1.1.7.01.03.06.004.00129,Refill Tinta Printer,T6641,UNIT
1243,1.1.7.01.03.06.004.00158,Refill Tinta Printer,35A [Cb435A],UNIT
1244,1.1.7.01.03.06.004.00312,Isi Tinta Printer,Original Tinta 7610 932 (Hitam),UNIT
1245,1.1.7.01.03.06.004.00313,Isi Tinta Printer,Original Tinta 7610 933 (Cyan),UNIT
1246,1.1.7.01.03.06.004.00314,Isi Tinta Printer,Original Tinta 7610 933 (Magenta),UNIT
1247,1.1.7.01.03.06.004.00315,Isi Tinta Printer,Original Tinta 7610 933 (Yellow),UNIT
1248,1.1.7.01.03.06.004.00354,Tinta Printer,Compatible Ce311A; Cp 1025 Cyan,BUAH
1249,1.1.7.01.03.06.004.00384,Tinta/Toner Printer,HP LASERJET 85A PRO 1102,BUAH
1250,1.1.7.01.03.06.004.00691,Refill Tinta Printer,Tinta isi ulang standar,BUAH
1251,1.1.7.01.03.06.004.00752,Tinta Printer,LC 3617 BK,BUAH
1252,1.1.7.01.03.06.004.00753,"Tinta Printer Original No.C8767Wa/96 ( Black ), Lengkap isi, Tidak Kadaluarsa Officejet K 7100","No.C8767Wa/96 ( Black ), Lengkap isi, Tidak Kadaluarsa Officejet K 7100",BUAH
1253,1.1.7.01.03.06.004.00754,"Tinta Printer Original No.C9363Wa / 97 ( Tri color), Lengkap isi, Tidak Kadaluarsa Officejet K 7100","No.C9363Wa / 97 ( Tri color), Lengkap isi, Tidak Kadaluarsa Officejet K 7100",BUAH
1254,1.1.7.01.03.06.010.00003,Mouse,-,BUAH
1255,1.1.7.01.03.06.011.00024,DVD R Printable,1 pak : 50 pcs,PACK
1256,1.1.7.01.03.06.013.00006,Keyboard,Logitec K120,PCS
1257,1.1.7.01.03.02.002.00041,Kertas Faximile,Ukuran : 210 Mmx50 M,ROLL
1258,1.1.7.01.03.02.002.00102,Banner,Bahan Dan Ukuran Standar,M
1259,1.1.7.01.03.02.003.00015,Cover Plastik,"Ukuran Folio, Isi 100 Lembar/ Dus",PACK
1260,1.1.7.01.03.02.004.00029,AMPLOP DINAS,"BAHAN : KERTAS SAMSON, ISI 100 LBR/ PAK, UK. 35X24 CM",PACK
1261,1.1.7.01.03.07.001.00011,KEMOCENG,BULU AYAM SEDANG,BUAH
1262,1.1.7.01.03.07.001.00029,SAPU IJUK,"BERGAGANG; UKURAN : STANDAR, MODEL MIRING, TANGKAI BERWARNA, BAHAN IJUK",BUAH
1263,1.1.7.01.03.07.001.00040,Sapu Lidi,Gagang/Tangkai Kayu,BUAH
1264,1.1.7.01.03.07.001.00050,SIKAT KAMAR MANDI,(TANGKAI PANJANG); BAHAN NYLON (KAYU ATAU PLASTIK) DENGAN TANGKAI ALUMINIUM,BUAH
1265,1.1.7.01.03.07.001.00057,Sikat Kawat,Stainless Steel,BUAH
1266,1.1.7.01.03.07.001.00064,SIKAT LANTAI,BERGAGANG,BUAH
1267,1.1.7.01.03.07.001.00072,Pengki,Bahan plastik bergagang,BUAH
1268,1.1.7.01.03.07.001.00082,Pembersih Sarang Laba-laba,Plastik,BUAH
1269,1.1.7.01.03.07.002.00038,ALAT PEL,DUST MOP; LOBBY DUSTER/ REFIIL MOP COTTON,BUAH
1270,1.1.7.01.03.07.002.00043,Kain Pel,Mop Pel ; Lokal Standar SNI,BUAH
1271,1.1.7.01.03.07.002.00046,KANEBO,LOKAL,BUAH
1272,1.1.7.01.03.07.002.00067,Pel Dorong,Lengkap Tangkai,BUAH
1273,1.1.7.01.03.07.002.00070,PEMBERSIH KACA,"WIPER; BAHAN KARET, UKURAN STANDAR TANGKAI PLASTIK",BUAH
1274,1.1.7.01.03.07.002.00085,Serokan Sampah,Bahan Plastik,BUAH
1275,1.1.7.01.03.07.002.00093,ALAT PEL,"BERBAHAN GAGANG STAINLESS/ ALUMUNIUM, TINGGI GAGANG MIN. 150 CM, MENGGUNAKAN PENJEPIT, BAGIAN SOCK DAPAT DILEPAS DARI GAGANG, KAIN PEL TERBUAT DARI KATUN, BERAT MINIMAL 400 GRAM",BUAH
1276,1.1.7.01.03.07.002.00100,Kain Lap Majun,"Lap Tangan, Bahan Chenille Karakter",BUAH
1277,1.1.7.01.03.07.002.00101,Krisbow Mop Head / reffil kain pel,"Kain, Krisbow",BUAH
1278,1.1.7.01.03.07.002.00106,Alat Pel,Standar,BUAH
1279,1.1.7.01.03.07.002.00113,Mop Pel/ Kain Pel,Kain,BUAH
1280,1.1.7.01.03.07.003.00034,Ember Plastik,Uk. 20 Liter,UNIT
1281,1.1.7.01.03.07.003.00036,EMBER PLASTIK,PAKAI TUTUP; ISI 16 LITER,BUAH
1282,1.1.7.01.03.07.003.00051,Selang Air,"Benang; Diameter 1""",M
1283,1.1.7.01.03.07.003.00096,Selang Air,Bahan Plastik Berserat,METER
1284,1.1.7.01.03.07.003.50005,Klem Selang,Ukuran 16 mm,UNIT
1285,1.1.7.01.03.07.004.00014,Bak Sampah,"Bahan : Plastik, Merk : Type : Rj",BUAH
1286,1.1.7.01.03.07.004.00048,Kantong Sampah Besar,"Kenos Warna M/H/K, ukurang : 600mm x 850 mm x 60 mic, no print",PCS
1287,1.1.7.01.03.07.004.50002,Keset,"Bahan Kain, ukuran 40 cm x 60 cm",BUAH
1288,1.1.7.01.03.07.008.00022,Cairan Pembersih Kaca,isi 425 ml,BOTOL
1289,1.1.7.01.03.07.008.00036,Floor Cleaner,Lokal Standar SNI,JERIGEN
1290,1.1.7.01.03.07.008.00038,Floor Cleaner,Cair,GALON
1291,1.1.7.01.03.07.008.00053,Karbol,Lokal Standar Sni,GALON
1292,1.1.7.01.03.07.008.00093,SABUN CUCI PIRING,CAIR,BUAH
1293,1.1.7.01.03.07.008.00186,Kamper,Bola isi 5,PCS
1294,1.1.7.01.03.07.008.00189,Sabun Cuci Piring,780 ml,BUNGKUS
1295,1.1.7.01.03.07.008.50001,Cairan pembersih lantai,"Kemasan kantong, volume 700ml",BUAH
1296,1.1.7.01.03.07.008.50014,Sabun Cuci Tangan,-,BUAH
1297,1.1.7.01.03.07.008.50026,Sabun Cuci Tangan,Dettol cair; 245 ml,BOTOL
1298,1.1.7.01.03.07.012.00020,Pengharum Ruangan,Spray; Matic,BUAH
1299,1.1.7.01.03.07.012.00030,Pengharum Ruangan,Matic,UNIT
1300,1.1.7.01.03.07.012.00034,Pengharum Ruangan,Refill Isi 250 Ml Spray,BUAH
1301,1.1.7.01.03.07.012.00048,Pengharum Ruangan,225 ml refill,BOTOL
1302,1.1.7.01.03.07.013.00007,Kuas Roll,"Standart Latex, 30 X 25 Cm",BUAH
1303,1.1.7.01.03.07.013.00021,Kuas,"Swan, 1,5""",BUAH
1304,1.1.7.01.03.07.013.00023,"KUAS CAT 10""","10""",BUAH
1305,1.1.7.01.03.07.013.00024,"KUAS CAT 7""","7""",BUAH
1306,1.1.7.01.03.07.013.00026,"KUAS CAT ETERNA 4""","4""",BUAH
1307,1.1.7.01.01.05.001.00004,Kawat Las,"RB-26 2,6mm, Berat 5 kg",DUS
1308,1.1.7.01.01.05.001.00005,Kawat Las,"RB-26 3,2mm, Berat 5 kg",DUS
1309,1.1.7.01.01.05.001.00018,Perak Las,-,BUAH
1310,1.1.7.01.01.05.002.00052,Kayu Lapis,Triplek Uk.122X244X4 Mm,LEMBAR
1311,1.1.7.01.01.01.006.00015,Cat Tembok,(Dalam) Putih Isi 20 Liter,KALENG
1312,1.1.7.01.01.01.006.00076,CAT TEMBOK,1 PEL (25 KG),KALENG
1313,1.1.7.01.01.01.006.00082,CAT BESI BIRU,Biru,KALENG
1314,1.1.7.01.01.01.007.00031,Asbes Gelombang Besar,"Uk. 250x102x0,5 cm",LEMBAR
1315,1.1.7.01.01.01.008.00011,KANAL GALVALUM,C75X60 MM- 6M,BATANG
1316,1.1.7.01.01.01.014.00012,Metal Roof,"Spandek Hi Ten Zincalume Tebal 0,45 Mm",M2
1317,1.1.7.01.01.01.015.00027,Box Culvert,"Bc 1000X1000 Mm, Type Heavy Duty (Hd) Panjang 1,00 M",UNIT
1318,1.1.7.01.01.01.015.00053,Saluran U Ditch,"Terpasang, Ukuran 400 x 400 mm, Mutu Beton fc 30 Mpa (K350), Pembesian, Precast / Fabrikasi",M
1319,1.1.7.01.01.01.015.00066,Tutup Saluran U Ditch HD,"Terpasang, Ukuran 600 mm, Mutu Beton fc 30 Mpa (K350), Pembesian, Precast / Fabrikasi",M
1320,1.1.7.01.01.01.015.00067,Tutup Saluran U Ditch HD,"Terpasang, Ukuran 800 mm, Mutu Beton fc 30 Mpa (K350), Pembesian, Precast / Fabrikasi",M
1321,1.1.7.01.01.01.016.00009,Plat Floordeck,T : 0.75Mm,M2
1322,1.1.7.01.01.01.020.00005,KARUNG,UK. 50 KG,BUAH
1323,1.1.7.01.01.01.021.00008,THINNER,THINER SUPER 1 GALON 5 LITER,GALON
1324,1.1.7.01.01.10.001.00008,Refill tabung oksigen,"gas O2, 6m3, tinggi 143cm, diameter 22cm",TABUNG
1325,1.1.7.01.05.01.004.00029,Loker,Lemari penyimpan dilengkapi kunci,UNIT
1326,1.1.7.01.05.01.004.00081,Digital Multi Tester,"Jenis: Portable Digital, Rentang: Dcv: 400Mv/ 4/ 40/ 400/ 600V, Acv: 4/ 40/ 400/ 600V: Dca: 40M/ 400Ma: Aca: 40M/ 400, A: Ohm: 400/ 4K/ 40K/ 4M/ 40M Ohm, Akurasi: Dalam +/ Ã¢â‚¬â€¹Ã¢â‚¬â€¹-0.9%, Sumber Daya Baterai; Type : Cd800A",UNIT
1327,1.1.7.01.05.01.004.00227,Laser Pointer,Pena Sinar Laser (Pointer),BUAH
1328,1.1.7.01.05.01.004.00256,Gergaji Mesin,"bahan bakar bensin, isi silinder 30.1 cc, kekuatan mesin 1.3 Kw, panjang bar 12-16",UNIT
1329,1.1.7.01.05.01.004.00261,Charger Accu,-,UNIT
1330,1.1.7.01.05.01.004.00273,Mesin Gerinda,Standar,BUAH
1331,1.1.7.01.05.01.004.00284,GEROBAK SORONG,"BAHAN BESI, RODA 1",UNIT
1332,1.1.7.01.05.01.004.00285,Gerobak Dorong,"Bahan Besi, Roda 2",UNIT
1333,1.1.7.01.05.01.004.00314,RAK BESI,3 SUSUN,BUAH
1334,1.1.7.01.05.01.004.00423,CALCULATOR,STRUCK HR8T + ADAPTOR,UNIT
1335,1.1.7.01.05.01.004.00438,Ph Meter,"(Ecoscan/ 134394), Kapasitas 0-14",PCS
1336,1.1.7.01.05.01.004.00556,Tripod,-,UNIT
1337,1.1.7.01.05.01.004.00634,Steam Pump AC,Elektrik 240 Vac Freq. 50/60 z Kontrol Manual,UNIT
1338,1.1.7.01.05.01.004.00659,Kikir gergaji,-,PCS
1339,1.1.7.01.05.01.004.00799,Tangga,"Ukuran 1,5 M Lipat jadi 3 M",BUAH
1340,1.1.7.01.05.01.004.00840,Kotak P3K,Kotak P3K Tipe A,UNIT
1341,1.1.7.01.05.01.004.50328,Gergaji Mesin,"Mesin 2 tak, isi silinder 59cc, kekuatan mesin 3,4 kw (4.6 bhp), sistem pengapian elektronik, panjang bar 18 inch (45cm) / 20 inch (50cm)",UNIT
1342,1.1.7.01.05.01.004.50329,Mesin Potong Besi,Multer Gunting Besi Beton 60N/28,UNIT
1343,1.1.7.01.05.01.004.50335,Takel,5 Ton - Rantai 15 m,BUAH
1344,1.1.7.01.05.01.004.50337,Katrol,3 Ton 5 m,UNIT
1345,1.1.7.01.05.01.004.50378,Pompa Air,-,UNIT
1346,1.1.7.02.02.06.001.00256,Pipa PVC,1/2 Inch,M
1347,1.1.7.01.02.07.008.00016,Deltalok,Deltalok Geo Modular Bag + Interlocking,SET
1348,1.1.7.01.02.01.001.01458,Ban Dalam,Uk. 6.50 - 10,PCS
1349,1.1.7.01.02.01.001.01516,Air Radiator,8889,BUAH
1350,1.1.7.01.02.01.001.03822,Ban Belakang,100/90-17,BUAH
1351,1.1.7.01.02.01.001.03841,Ban Motor,Standart,BUAH
1352,1.1.7.01.02.01.001.04023,Relay,-,PCS
1353,1.1.7.01.02.01.001.50010,Contactor,3 phase 25 Ampere,BUAH
1354,1.1.7.01.02.08.001.00035,Cutting Wheel,"Spesifikasi: GCO 200 14""",UNIT
1355,1.1.7.01.02.08.001.00040,Mata Gerinda Potong,"105x1,2 mm",PCS
1356,1.1.7.01.02.08.001.00065,Rantai Gergaji Mesin,Uk. 20 inc,BUAH
1357,1.1.7.01.02.08.001.00152,Batu Gerinda Potong,Mata cutting Uk. 14 Inc,BUAH
1358,1.1.7.01.02.08.002.00030,PALU BESI,MATERIAL STEEL 10 LB,BUAH
1359,1.1.7.01.02.08.002.00052,Obeng Set,"Isi 6 pcs, Standard",SET
1360,1.1.7.01.02.08.002.00069,Sendok Semen,"Ukuran 8"" Gagang Kayu",BUAH
1361,1.1.7.01.02.08.002.00096,Kunci Sock,8 Mm - 32 Mm,SET
1362,1.1.7.01.02.08.002.00108,Mata Bor,Beton,SET
1363,1.1.7.01.02.08.002.00114,TREKER MAGNET,LOKAL,PCS
1364,1.1.7.01.02.08.002.50004,Mata Pahat Breaker,"Flat Chisel Breaker / jack Hammer, Uk. Panjang Min. 40 mm, Material Logam",BUAH
1365,1.1.7.01.02.02.001.00740,Generator,5729551,PAKET
1366,1.1.7.01.02.04.006.00010,Roskam,"bahan plat baja, ukuran 35 cm",BUAH
1367,1.1.7.01.02.04.006.00050,Chainsaw/Rantai,-,BUAH
1368,1.1.7.01.02.04.052.00002,Cutter Pipa,1 Set ( Besar & Kecil),BUAH
1369,1.1.7.01.03.09.002.00001,Helm Las,Auto Dark,BUAH
1370,1.1.7.01.03.09.002.00021,Topi,Model Snapback,BUAH
1371,1.1.7.01.03.09.002.00024,Topi Harian,Bahan : Gasbardine Wool ; Warna : Sesuai Bahan Celana Pdh ; Pakai Logo Jaya Raya ; Nama Dan Tulisan Nama Unit Di Bordir,BUAH
1372,1.1.7.01.03.09.003.00132,"Baju las, warna biru kuning ukuran all size",-,BUAH
1373,1.1.7.01.03.09.003.00170,Celana Training,"Warna Biru, Catton, Type Training",POTONG
1374,1.1.7.01.03.09.003.00183,Kaos Lapangan,Berlogo Dki,BUAH
1375,1.1.7.01.03.09.003.00234,Pakaian Olahraga,Bahan Katun,STEL
1376,1.1.7.01.03.09.004.00058,Sarung Tangan Kain,-,BUAH
1377,1.1.7.01.03.09.005.00045,SEPATU LAPANGAN,"BAHAN KARET, WARNA HITAM",PASANG
1378,1.1.7.01.03.09.005.00046,SEPATU LAPANGAN,"BAHAN KARET WARNA HITAM, BAGIAN DALAM DILAPIS KAOS",PASANG
1379,1.1.7.01.03.09.005.00086,Sepatu Karang,-,PASANG
1380,1.1.7.01.03.09.007.00026,Cangkul,Termasuk Gagang,BUAH
1381,1.1.7.01.03.09.007.00033,Linggis,"Panjang 85 cm, tebal 25 mm, bahan besi beton, bentuk bulat berulir, ujung kesatu untuk catut, ujung kedua pipih tajam",BUAH
1382,1.1.7.01.03.09.007.00045,Sekop,"Ukuran Kecil Bergagang Panjang 20 Cm, Lebar 13 Cm, Tebal 1,5 Mm",BUAH
1383,1.1.7.01.03.09.007.00053,Gunting Rumput,Gunting Rumput,BUAH
1384,1.1.7.01.03.09.007.00065,Kampak,"Material Dari Baja, Grip Pegangan Kayum Panjang bilah 15cm, Lebar mata Bilah 10cm, Bagian belakang 2.3x4 cm (martil) Material High carbon steel Premium Germany Quality",BUAH
1385,1.1.7.01.03.09.007.00097,Kacamata Safety,Worksafe A-Wing E71 Grey,BUAH
1386,1.1.7.01.03.09.007.00121,Lampu Senter,"Kepala, Lampu Led",BUAH
1387,1.1.7.01.03.09.007.00167,Wearpack,"Bahan : Japan Driil Model Lengan Pendek, Pakai Logo Dikiri Depan Kantong 6 Buah Dan Kantong Obeng, Dibahu Kiri Kanan",STEL
1388,1.1.7.01.03.09.007.00203,Rompi,"Bahan : Bylon Kombinasi Kain Reflektor Scotchlight, 4 Kantong Depan",STEL
1389,1.1.7.01.03.09.007.00205,Rompi,Rompi Double Bahan+Gabus Empuk Dipakai Dan Scotchlight 2 Inch,BUAH
1390,1.1.7.01.03.09.007.00219,Kape,Bahan Kayu dan Plat,BUAH
1391,1.1.7.01.03.09.007.00222,SEPATU LAPANGAN,-,PASANG
1392,1.1.7.01.03.08.001.00037,Kabel NYYHY,"4 x 0,75 mm",METER
1393,1.1.7.01.03.08.001.00047,Kabel Klem,Ukuran 22mm,PACK
1394,1.1.7.01.03.08.001.00093,Mcb,1 Phase 6 Ampere,BUAH
